"tissue","sample","individual","r","outlier"
"PONS","GSM401864","4640",0.983142976348885,FALSE
"PONS","GSM401807","4725",0.996932549344636,FALSE
"PONS","GSM401878","4726",0.988777568278605,FALSE
"PONS","GSM401828","4727",0.995792319346963,FALSE
"PONS","GSM401839","4729",0.996535560060715,FALSE
"PONS","GSM401837","4782",0.996927800944221,FALSE
"PONS","GSM401825","4786",0.987652598680043,FALSE
"PONS","GSM401830","4788",0.987947031166801,FALSE
"PONS","GSM401810","4789",0.997326992654282,FALSE
"PONS","GSM401869","4841",0.996748592450717,FALSE
"PONS","GSM401884","4915",0.995615607134447,FALSE
"PONS","GSM401843","4924",0.994094855332819,FALSE
"PONS","GSM401806","5028",0.997893285657036,FALSE
"PONS","GSM401903","5079",0.996383483476602,FALSE
"PONS","GSM401823","5081",0.994976708834814,FALSE
"PONS","GSM401845","5086",0.996243882182029,FALSE
"PONS","GSM401841","5087",0.995595216901289,FALSE
"TCTX","GSM401955","142",0.99624038965503,FALSE
"TCTX","GSM401973","602",0.988890959525754,FALSE
"TCTX","GSM401957","604",0.997591663924176,FALSE
"TCTX","GSM401968","705",0.997680867367497,FALSE
"TCTX","GSM402049","710",0.985641711286906,FALSE
"TCTX","GSM402012","719",0.997645045203484,FALSE
"TCTX","GSM401948","745",0.997713476126754,FALSE
"TCTX","GSM402043","813",0.996790496658258,FALSE
"TCTX","GSM402005","819",0.993417738674652,FALSE
"TCTX","GSM401934","827",0.986202494305518,FALSE
"TCTX","GSM401936","871",0.990773022613889,FALSE
"TCTX","GSM402050","879",0.997887200747046,FALSE
"TCTX","GSM401937","880",0.997430406570458,FALSE
"TCTX","GSM402007","914",0.987935947398444,FALSE
"TCTX","GSM402048","927",0.998159163675292,FALSE
"TCTX","GSM402051","933",0.987571650044411,FALSE
"TCTX","GSM402006","993",0.997304803683363,FALSE
"TCTX","GSM402008","994",0.996231645453091,FALSE
"TCTX","GSM401970","995",0.996519078179357,FALSE
"TCTX","GSM402026","1028",0.981341007622111,FALSE
"TCTX","GSM402002","1037",0.995691680249405,FALSE
"TCTX","GSM401954","1064",0.982933281950411,FALSE
"TCTX","GSM402004","1065",0.994845871033711,FALSE
"TCTX","GSM401938","1076",0.987420750247433,FALSE
"TCTX","GSM401941","1079",0.997711113560113,FALSE
"TCTX","GSM401962","1104",0.997422189482451,FALSE
"TCTX","GSM401964","1105",0.997560506683807,FALSE
"TCTX","GSM401960","1114",0.99397367556442,FALSE
"TCTX","GSM402010","1133",0.988182356185956,FALSE
"TCTX","GSM401975","1134",0.994018280112432,FALSE
"TCTX","GSM402029","1136",0.970017537490401,FALSE
"TCTX","GSM401999","1158",0.997789218899589,FALSE
"TCTX","GSM401943","1206",0.997060511651794,FALSE
"TCTX","GSM401967","1209",0.987587377939856,FALSE
"TCTX","GSM401958","1226",0.99589739819847,FALSE
"TCTX","GSM401986","1230",0.986935929699088,FALSE
"TCTX","GSM402009","1260",0.994307971292062,FALSE
"TCTX","GSM401965","1326",0.988590839253174,FALSE
"TCTX","GSM401985","1344",0.98389128726939,FALSE
"TCTX","GSM401979","1361",0.989593468160133,FALSE
"TCTX","GSM402031","1454",0.99816104022092,FALSE
"TCTX","GSM402030","1465",0.987124887866786,FALSE
"TCTX","GSM402035","1486",0.98751864599143,FALSE
"TCTX","GSM402034","1496",0.985470012245763,FALSE
"TCTX","GSM401983","1498",0.986572945542074,FALSE
"TCTX","GSM402057","1502",0.983444660089146,FALSE
"TCTX","GSM401984","1541",0.996703459841932,FALSE
"TCTX","GSM402042","1544",0.985534655176567,FALSE
"TCTX","GSM402016","1545",0.997239255905889,FALSE
"TCTX","GSM402020","1556",0.989679457592324,FALSE
"TCTX","GSM401946","1568",0.986675194554016,FALSE
"TCTX","GSM402014","1570",0.984968252059221,FALSE
"TCTX","GSM401939","1571",0.988700319776316,FALSE
"TCTX","GSM402056","1578",0.974628036481456,FALSE
"TCTX","GSM402052","1579",0.996561705275274,FALSE
"TCTX","GSM401990","1583",0.985686617879349,FALSE
"TCTX","GSM402028","1584",0.990244469915717,FALSE
"TCTX","GSM401976","1595",0.949181463522921,FALSE
"TCTX","GSM402033","1603",0.985883864882935,FALSE
"TCTX","GSM401992","1611",0.985708421786357,FALSE
"TCTX","GSM402013","1612",0.986829797537155,FALSE
"TCTX","GSM401998","1613",0.997259987106574,FALSE
"TCTX","GSM402011","1614",0.994763453622806,FALSE
"TCTX","GSM402039","1640",0.984989193195395,FALSE
"TCTX","GSM402036","1648",0.990084514697724,FALSE
"TCTX","GSM401945","1652",0.997149029642708,FALSE
"TCTX","GSM401982","1668",0.995437205075259,FALSE
"TCTX","GSM401981","1713",0.997954099761726,FALSE
"TCTX","GSM401995","1715",0.997427114716277,FALSE
"TCTX","GSM402046","1775",0.99618540712626,FALSE
"TCTX","GSM402055","1792",0.997448423659687,FALSE
"TCTX","GSM402021","1795",0.991227513142049,FALSE
"TCTX","GSM401997","1805",0.997207044958804,FALSE
"TCTX","GSM402053","1825",0.99800703348592,FALSE
"TCTX","GSM401971","1827",0.997955340245912,FALSE
"TCTX","GSM401956","1830",0.996489835887741,FALSE
"TCTX","GSM401942","1838",0.997715579929369,FALSE
"TCTX","GSM402022","1839",0.988082129589944,FALSE
"TCTX","GSM401977","1840",0.987251040508697,FALSE
"TCTX","GSM401980","1846",0.996697116108065,FALSE
"TCTX","GSM402000","1847",0.997072271827703,FALSE
"TCTX","GSM401987","1849",0.996764552884968,FALSE
"TCTX","GSM401994","1862",0.986916505780738,FALSE
"TCTX","GSM401993","1865",0.997026461066784,FALSE
"TCTX","GSM401991","1866",0.996389595695301,FALSE
"TCTX","GSM401933","1867",0.997610282190223,FALSE
"TCTX","GSM402045","1883",0.997634131214782,FALSE
"TCTX","GSM402023","1902",0.997900013253325,FALSE
"TCTX","GSM401978","1903",0.997696419643658,FALSE
"TCTX","GSM401944","1909",0.997668595918163,FALSE
"TCTX","GSM401953","1917",0.988608371247302,FALSE
"TCTX","GSM402025","1924",0.995374740521326,FALSE
"TCTX","GSM402018","1936",0.987818550262878,FALSE
"TCTX","GSM402027","1939",0.982167845688784,FALSE
"TCTX","GSM401989","1940",0.98729703189111,FALSE
"TCTX","GSM401988","2020",0.992794764949844,FALSE
"TCTX","GSM402037","2037",0.997642595216444,FALSE
"TCTX","GSM402054","2066",0.993287764964717,FALSE
"TCTX","GSM402041","2069",0.983446027390262,FALSE
"TCTX","GSM402032","2093",0.988705881642148,FALSE
"TCTX","GSM401947","2102",0.987945916474782,FALSE
"TCTX","GSM402019","4263",0.997198248151607,FALSE
"TCTX","GSM402038","4540",0.985965811193274,FALSE
"TCTX","GSM402024","4542",0.997486824677995,FALSE
"TCTX","GSM402017","4543",0.996347731426164,FALSE
"TCTX","GSM402047","4545",0.997180671103194,FALSE
"TCTX","GSM401974","4549",0.998375252123304,FALSE
"TCTX","GSM402044","4590",0.996821109124004,FALSE
"TCTX","GSM402015","4593",0.995960839977031,FALSE
"TCTX","GSM402040","4598",0.990143496310053,FALSE
"TCTX","GSM401940","4640",0.982281027373919,FALSE
"TCTX","GSM401932","4725",0.996396387069759,FALSE
