"tissue","sample","individual","r","outlier"
"TCTX","GSM395310","1603",0.991398999983261,FALSE
"TCTX","GSM395311","1611",0.989452816723465,FALSE
"TCTX","GSM395312","1612",0.944175637078356,FALSE
"TCTX","GSM395313","1613",0.936044797101059,FALSE
"TCTX","GSM395314","1614",0.933333630612378,FALSE
"TCTX","GSM395315","1640",0.992068917399043,FALSE
"TCTX","GSM395316","1648",0.988635823767092,FALSE
"TCTX","GSM395317","1652",0.981148881933288,FALSE
"TCTX","GSM395318","1668",0.991997636452412,FALSE
"TCTX","GSM395319","1672",0.990812095059931,FALSE
"TCTX","GSM395320","1710",0.993361765966364,FALSE
"TCTX","GSM395321","1712",0.990580409503519,FALSE
"TCTX","GSM395322","1713",0.969474217215619,FALSE
"TCTX","GSM395379","1715",0.990448620111501,FALSE
"TCTX","GSM395323","1775",0.990435884547393,FALSE
"TCTX","GSM395324","1792",0.988947700628059,FALSE
"TCTX","GSM395325","1795",0.985946277174749,FALSE
"TCTX","GSM395326","1797",0.989163098347839,FALSE
"TCTX","GSM395327","1802",0.99017632846954,FALSE
"TCTX","GSM395244","1805",0.972183238981581,FALSE
"TCTX","GSM395328","1825",0.990013468214525,FALSE
"TCTX","GSM395329","1827",0.983995397917659,FALSE
"TCTX","GSM395330","1830",0.873770633006986,TRUE
"TCTX","GSM395331","1838",0.981560425144518,FALSE
"TCTX","GSM395245","1839",0.977706052900761,FALSE
"TCTX","GSM395332","1840",0.946994719586174,FALSE
"TCTX","GSM395333","1846",0.963018693311428,FALSE
"TCTX","GSM395246","1847",0.931257565526243,FALSE
"TCTX","GSM395334","1849",0.98869321410452,FALSE
"TCTX","GSM395335","1862",0.932476916175435,FALSE
"TCTX","GSM395247","1865",0.960735647283674,FALSE
"TCTX","GSM395248","1866",0.932862592227688,FALSE
"TCTX","GSM395250","1867",0.982591103796296,FALSE
"TCTX","GSM395336","1883",0.978413038260503,FALSE
"TCTX","GSM395337","1889",0.986297579706286,FALSE
"TCTX","GSM395338","1902",0.969837734660332,FALSE
"TCTX","GSM395339","1903",0.990428844256967,FALSE
"TCTX","GSM395340","1907",0.991381248437479,FALSE
"TCTX","GSM395341","1909",0.992719545736355,FALSE
"TCTX","GSM395382","1917",0.990553528205111,FALSE
"TCTX","GSM395342","1924",0.994213718552804,FALSE
"TCTX","GSM395343","1935",0.994945982350019,FALSE
"TCTX","GSM395344","1936",0.995553810341477,FALSE
"TCTX","GSM395345","1939",0.989916075284308,FALSE
"TCTX","GSM395346","1940",0.986101913667969,FALSE
"TCTX","GSM395347","1961",0.992461405690787,FALSE
"TCTX","GSM395348","2000",0.980040087271342,FALSE
"TCTX","GSM395349","2020",0.989206588735987,FALSE
"TCTX","GSM395350","2037",0.992250924556913,FALSE
"TCTX","GSM395351","2066",0.994253526929414,FALSE
"TCTX","GSM395352","2069",0.903637379553682,FALSE
"TCTX","GSM395353","2093",0.890733455304093,TRUE
"TCTX","GSM395354","2102",0.984796942734705,FALSE
"TCTX","GSM395355","4263",0.979210544668267,FALSE
"TCTX","GSM395356","4540",0.990728172727661,FALSE
"TCTX","GSM395357","4542",0.988277153804342,FALSE
"TCTX","GSM395358","4543",0.988422315013326,FALSE
"TCTX","GSM395359","4545",0.975314914967252,FALSE
"TCTX","GSM395360","4549",0.962764233511931,FALSE
"TCTX","GSM395361","4590",0.990656095884931,FALSE
"TCTX","GSM395362","4593",0.993027327901087,FALSE
"TCTX","GSM395363","4598",0.991165194745503,FALSE
"TCTX","GSM395364","4636",0.991834258993327,FALSE
"TCTX","GSM395365","4640",0.9876208961585,FALSE
"TCTX","GSM395366","4725",0.991816941912579,FALSE
"TCTX","GSM395383","4726",0.985598910758177,FALSE
"TCTX","GSM395367","4727",0.988617484944173,FALSE
"TCTX","GSM395251","4729",0.988266080332331,FALSE
"TCTX","GSM395252","4782",0.988451053062393,FALSE
"TCTX","GSM395253","4786",0.962517990095725,FALSE
"TCTX","GSM395254","4788",0.861702868948653,TRUE
"TCTX","GSM395255","4789",0.989307904740346,FALSE
"TCTX","GSM395249","4841",0.820709307685995,TRUE
"TCTX","GSM395368","4842",0.989494986305001,FALSE
"TCTX","GSM395369","4903",0.990492601546959,FALSE
"TCTX","GSM395377","4915",0.897141331479664,TRUE
"TCTX","GSM395370","4916",0.988785903469534,FALSE
"TCTX","GSM395371","4924",0.990750369999857,FALSE
"TCTX","GSM395372","5024",0.980915061439501,FALSE
"TCTX","GSM395373","5028",0.988413429854277,FALSE
"TCTX","GSM395374","5078",0.991350716967451,FALSE
"TCTX","GSM395384","5079",0.983019358999125,FALSE
"TCTX","GSM395256","5081",0.916182154866201,FALSE
"TCTX","GSM395257","5086",0.991316602409792,FALSE
"TCTX","GSM395258","5087",0.982619055314384,FALSE
